brand,model,chipset,memory,core_clock,boost_clock,color,length,price
Gigabyte,GAMING,Radeon RX 480,8,1120,1290,Black / Orange,232,
Asus,Phoenix Fan,GeForce GTX 1060 6GB,6,1506,1708,Black / White,182.88,
ASRock,Phantom Gaming X,Radeon RX 570,8,1228,1331,Black / Silver,279,
Asus,RX550-2G,Radeon RX 550 - 512,2,1100,1183,Black / Red,182,
Gigabyte,WINDFORCE OC,GeForce RTX 2060 SUPER,8,1650,1680,Black / Silver,265,
Zotac,Founders Edition,GeForce GTX 1070,8,1506,1683,Black / Silver,267,
Asus,STRIX GAMING,GeForce GTX 1650,4,1485,1695,Black,242,
EVGA,FTW3 GAMING,GeForce RTX 2070 SUPER,8,1605,1770,Black,301.925,
PNY,VCQM2000-PB,Quadro M2000,4,872,1180,Black,168,246.60
Asus,GT1030-2G-BRK,GeForce GT 1030,2,1266,1506,Black / Blue,169,
EVGA,06G-P4-3790-KR,GeForce GTX Titan Black,6,889,980,Black / Silver,266,730.00
Asus,HD7870-DC2-2GD5-V2,Radeon HD 7870 GHz Edition,2,1000,,Black / Red,265,550.59
Asus,GT630-DCSL-2GD3,GeForce GT 630,2,810,,Black / Blue,203,
MSI,GTX 950 2GD5 OCV1,GeForce GTX 950,2,1076,1253,White,170,
Sapphire,21275-02-20G,Radeon RX VEGA 64,8,1247,1546,Black / Red,280,
ATI,FirePro S9150,FirePro S9150,16,900,,Black / White,267,899.99
MSI,GAMING GE,GeForce GTX 980 Ti,6,1000,1291,Black / Gold,277,
EVGA,XC2 ULTRA GAMING,GeForce RTX 2080 Ti,11,1350,1650,Clear / Black,269.83,
Palit,Dual,GeForce RTX 2070,8,1410,1620,Black,235,
VisionTek,900356,Radeon HD 5450,2,,,Black / Red,,64.98
MSI,VENTUS GP OC,GeForce RTX 2080 Ti,11,1350,1635,Silver / Black,268,
XFX,DD,Radeon R9 280X,3,1080,,Black / Silver,294,524.04
Gigabyte,XTREME,GeForce GTX 1070,8,1670,1898,Black / Orange,291,
Gigabyte,GV-N950OC-2GD,GeForce GTX 950,2,1064,1241,Black,186,
XFX,FATBOY,Radeon RX 590,8,1469,1580,Black / Red,270,
MSI,ARMOR OCV1,GeForce GTX 1060 3GB,3,1544,1759,Black / White,275,
Zotac,ZT-T20800G-10P,GeForce RTX 2080,8,1515,1710,Black,268,
AMD,FirePro W9000,FirePro W9000,6,975,,Black / Red,279,999.95
EVGA,ACX,GeForce GTX 770,2,1046,,Black / Gold,267,
PowerColor,AXRX 570 8GBD5-3DHD/OC,Radeon RX 570,8,1168,1250,Black / Red,255,
PNY,VCQK6000-PB,Quadro K6000,12,902,,Black / Silver,267,899.00
XFX,GT-620N-CNF2,GeForce GT 620,2,700,,,170,100.00
Asus,STRIX-R9380-DC2OC-4GD5-GAMING,Radeon R9 380,4,990,,Black / Red,271,
EVGA,GAMING,GeForce GTX 1070,8,1506,1683,Black / Gray,267,
NVIDIA,VCQM5000-PB,Quadro M5000,8,861,1038,Black / Green,267,
PowerColor,AXRX 570 8GBD5-DM,Radeon RX 570,4,1105,1244,Black / Red,255,
GALAX,HOF,GeForce RTX 2080 Ti,11,1350,1635,White,330,
MSI,MECH,Radeon RX 5600 XT,6,1130,1560,Black / Silver,231,
Zotac,AMP Extreme Core,GeForce RTX 2070,8,1410,1815,Black,308,
Inno3D,Gaming X2 OC,GeForce RTX 2060 SUPER,8,1470,1695,Black,264,
PowerColor,AXRX 5700 8GBD6-3DH/OC,Radeon RX 5700,8,1515,1750,Black,230,
Palit,JetStream,GeForce GTX 1060 6GB,6,1506,1708,Black / Silver,248,401.56
MSI,N760-2GD5/OC,GeForce GTX 760,2,1006,1072,Black,242,
Asus,DirectCU II,Radeon R9 280X,3,1070,,Black / Red,284,
Zotac,AMP,GeForce GTX 960,4,1266,1329,Black,208,
MSI,RADEON RX 460 4G OC,Radeon RX 460,4,1090,1210,Black / White,172,
EVGA,GAMING,GeForce RTX 2070,8,1410,1620,Black / Clear,265.63,
MSI,ARMOR OCV1,GeForce RTX 2070,8,1410,1710,Black / White,295,
Asus,Expedition,GeForce GTX 1060 6GB,6,1569,1809,Black / Red,240,
Gainward,Ghost OC,GeForce GTX 1660,6,1530,1830,Black,235,
Zotac,Blower,GeForce RTX 2080,8,1515,1710,Black,268,
PNY,VCGGTX1050T4PB,GeForce GTX 1050 Ti,4,1290,1392,Black,178,254.98
Inno3D,iChill X3 Ultra,GeForce RTX 2060 SUPER,8,1470,1695,Black,300,
XFX,FX-795A-TDFC,Radeon HD 7950,3,800,,Black / Silver,266,695.59
Gigabyte,MINI ITX OC Rev 2.0,GeForce RTX 2060,6,1365,1695,Black / Gray,170,
MSI,SEA HAWK X,GeForce RTX 2080 Ti,11,1350,1755,Black / Silver,268,
Gigabyte,GAMING,GeForce GTX 1060 6GB,6,1594,1847,Black / Orange,278,
Asus,POSEIDON,GeForce GTX 1080 Ti,11,1620,1733,Black,298,
Sapphire,NITRO,Radeon RX 470,4,1140,1236,Black,230,
Gigabyte,WINDFORCE 3X,GeForce GTX 1070,8,1506,1721,Black,280,
MSI,GAMING Z,GeForce GTX 1070,8,1657,1860,Black / Red,279,1347.00
Inno3D,Compact,GeForce GTX 1050 Ti,4,1290,1392,Black / White,145,
Inno3D,Compact,GeForce GTX 1060 6GB,6,1506,1708,Black,172,
MSI,GAMING TRIO,GeForce RTX 2080 Ti,11,1350,1635,Black / Silver,327,
Asus,DirectCU II,Radeon R9 290X,4,1000,,Black / Red,287,
Gigabyte,SOC,Radeon R9 390,8,1000,1025,Black,234,
Gigabyte,Founders Edition,GeForce GTX 1070,8,1506,1683,Black / Silver,267,
Asus,RX480-8G,Radeon RX 480,8,1120,1266,Black / Red,240,
MSI,DUKE,GeForce GTX 1080,8,1708,1847,Black,312,
ASRock,Phantom Gaming X,Radeon RX 590,8,1469,1560,Black / Red,278.81,
Asus,ROG STRIX,GeForce GTX 1050,2,1442,1569,Black,241,
KFA2,OC,GeForce GTX 1060 6GB,6,1518,1733,White / Gray,228,
Gigabyte,GV-R795WF3-3GD,Radeon HD 7950,3,900,,Black / Blue,289,
MSI,TWIN FROZR,Radeon R9 270,2,900,975,Black / Red,256,
Gigabyte,WINDFORCE OC,GeForce GTX 1050,2,1392,1531,Black / Orange,229,
EVGA,ACX 3.0,GeForce GTX 1070,8,1506,1683,Black / Silver,267,
PNY,VCQ4000-PB,Quadro 4000,2,,,Black / Silver,,159.71
EVGA,12G-P4-3990-KR,GeForce GTX Titan Z,12,705,876,Black / Silver,267,1180.00
Sapphire,21294-01-20G,Radeon RX 5700,8,1465,1725,Silver,268,
EVGA,XC ULTRA BLACK GAMING,GeForce GTX 1660,6,1530,1785,Black,267.97,
EVGA,Superclocked,GeForce GTX 960,2,1216,1279,Black / Silver,173,459.61
Gainward,Pegasus OC,GeForce GTX 1650,4,1485,1725,Black,145,
Gainward,426018336-3712,GeForce GTX 1060 6GB,6,1506,1708,Black,252,
EVGA,Dual FTW ACX,GeForce GTX 760,4,1085,1150,Black / Silver,241,
MSI,N750ti-2GD5TLP,GeForce GTX 750 Ti,2,1020,1085,Black,146,
Gigabyte,GV-N960IXOC-2GD,GeForce GTX 960,2,1165,1228,Black,170,
Asus,STRIX,Radeon RX 470,4,926,1226,Black,242,
EVGA,FTW3 GAMING,GeForce RTX 2080 SUPER,8,1650,1815,Black,301.925,
MSI,SEA HAWK X,GeForce RTX 2080 SUPER,8,1650,1845,Black / Silver,268,
MSI,GT,Radeon RX 580,8,1257,1360,Black,237,
Asus,DUAL EVO,GeForce RTX 2080 SUPER,8,1650,1845,Black,267,
Inno3D,Twin X2 OC,GeForce RTX 2080 SUPER,8,1650,1830,Black,268,
XFX,RX-560D2SFG5,Radeon RX 560 - 896,2,1196,,Black / Red,211,
Asus,EAH5450 SILENT/DI/512MD3,Radeon HD 5450,0.5,650,,Red / Silver,177,
Gigabyte,GV-N750OC-2GI,GeForce GTX 750,2,1059,1137,Black / Silver,184,
Sapphire,NITRO+,Radeon RX 470,8,1121,1260,Black,240,
Zotac,ZT-P10700I-10P,GeForce GTX 1070,8,1506,1683,Black / Silver,303,
Sapphire,NITRO+,Radeon RX VEGA 64,8,1423,1611,Black / Silver,310,
Gigabyte,WINDFORCE OC D5X,GeForce GTX 1060 6GB,6,1506,1797,Black / Orange,280,
MSI,GAMING,Radeon RX 5500 XT,8,1647,1845,Black / Red,247,
Asus,210-SL-512MD3-L,GeForce 210,0.5,589,,Black / Blue,177,120.56
XFX,THICC II,Radeon RX 5700 XT,8,1605,1755,Black,293,
Gigabyte,WINDFORCE,GeForce GTX 770,2,1046,1085,Black / Silver,292,
MSI,GTX 980Ti 6GD5,GeForce GTX 980 Ti,6,1000,1076,Black / Silver,282,
MSI,GAMING,GeForce GTX 1060 3GB,3,1506,1708,Black / Red,277,
Palit,StormX,GeForce GTX 1050,2,1354,1455,Black / White,166,
EVGA,FTW3 GAMING,GeForce RTX 2080 Ti,11,1350,1545,,301.92,
ATI,FirePro 2270,FirePro 2270,0.5,600,,Black / Red,170,98.99
Inno3D,Compact,GeForce GTX 1050,2,1354,1455,Black / White,145,
EVGA,02G-P4-3658-KR BOOST,GeForce GTX 650 Ti Boost,2,1072,,Black / Silver,241,
Asus,STRIX-R9390X-DC3OC-8GD5-GAMING,Radeon R9 390X,8,1070,,Black / Red,300,
Sapphire,NITRO,Radeon R9 380X,4,1040,,Black / Silver,238,
XFX,Black Edition,Radeon RX 480,8,1120,1328,Black / Red,254,
GALAX,EX OC,GeForce GTX 1060 6GB,6,1544,1759,Black,268,
Inno3D,iChill,GeForce GTX 1080 Ti,11,1607,1721,Black / Silver,303,
EVGA,SC GAMING,GeForce GTX 950,2,1127,1317,Black,173,
MSI,Founders Edition,GeForce GTX 1080,8,1607,1733,Black / Silver,267,859.00
Asus,EAH5830 DIRECTCU/2DIS/1GD5,Radeon HD 5830,1,800,,Black,241.3,
PNY,VCQ295NVS-X16-DVI-PB,Quadro NVS 295,0.25,540,,Black / Green,168,105.00
Palit,GamingPro OC,GeForce RTX 2080 Ti,11,1350,1650,Black / Gold,292,
PowerColor,AX6870 2GBD5-6DG,Radeon HD 6870,2,900,,,,705.00
Gigabyte,GAMING OC 3X WHITE,GeForce RTX 2060 SUPER,8,1470,1710,White / Black,280.35,
Asus,GT720-2GD3-CSM,GeForce GT 720,2,797,,Black / Blue,136,
EVGA,08G-P4-5180,GeForce GTX 1080,8,1607,1733,Black / Silver,268,
Gigabyte,GV-R455HM-512I,Radeon HD 4550,0.125,600,,Black / Blue,,
Gigabyte,WINDFORCE 2X,GeForce GTX 950,2,1102,1279,Black,208,
MSI,GAMING X,GeForce GTX 1050,2,1354,1556,Black / Red,229,
EVGA,SC2 ELITE GAMING,GeForce GTX 1080 Ti,11,1556,1670,Black,267,
MSI,AERO ITX 2GD4 OC,GeForce GT 1030 DDR4,2,1189,1430,Black / White,147,
MSI,QUICK SILVER OC,GeForce GTX 1070,8,1506,1797,Black / Silver,279,1469.75
Gigabyte,GV-N26SO-896I,GeForce GTX 260,0.875,680,,Black / Orange,,
Galaxy,66NPH7DN6ZVZ,GeForce GTX 660,2,1006,,Black / Silver,243,503.59
VisionTek,900270,Radeon HD 4350,0.5,575,,,,69.53
Asus,HD7850-DC2-2GD5-V2,Radeon HD 7850,2,860,,Black / Red,,
Sapphire,Dual-X,Radeon R9 270X,4,1020,,Black / Silver,228,
MSI,AERO,GeForce GTX 1080,8,1607,1733,Black / Silver,269,
MSI,AERO ITX OC,GeForce GTX 1060 3GB,3,1544,1759,Black / White,175,
EVGA,FTW3 ELITE GAMING,GeForce GTX 1080 Ti,11,1569,1683,White / Black,300,
EVGA,FTW3 ELITE GAMING,GeForce GTX 1080 Ti,11,1569,1683,Black,300,
PowerColor,ITX 2DH,Radeon RX 5700,8,1465,1725,Black,175,
Gainward,Ghost,GeForce GTX 1660,6,1530,1785,Black,235,
Asus,STRIX-R9FURY-DC3-4G-GAMING,Radeon R9 Fury,4,1000,1020,Black / Red,300,813.85
PNY,VCGGTX980T6XPB-CG,GeForce GTX 980 Ti,6,1000,1076,Black / Silver,267,1400.23
Gigabyte,GAMING 8G,Radeon RX 590,8,1469,1560,Black / Orange,232,
Gigabyte,GV-N610SL-1GI,GeForce GT 610,1,810,,Green / Silver,,116.59
EVGA,01G-P4-2650-KR,GeForce GTX 650,1,1058,,Black / Silver,170,
Asus,STRIX GAMING,GeForce GTX 1660 Ti,6,1500,1800,Black,301,
MSI,N660Ti-PE-2GD5/OC,GeForce GTX 660 Ti,2,1019,,Black / Blue,264,
Zotac,ZT-70401-10P,GeForce GTX 760,2,993,,Black / Orange,240,
Asus,TURBO-GTX960-OC-4GD5,GeForce GTX 960,4,1190,1253,White / Red,264,
AMD,FirePro V3900,FirePro V3900,1,650,,Black / Red,168,69.73
EVGA,02G-P4-2670-KR,GeForce GTX 670,2,915,,Black / Silver,241,816.31
EVGA,Superclocked,GeForce GT 740,4,1085,,Black / Silver,153,329.95
EVGA,HYBRID,GeForce GTX Titan X,12,1152,1241,Black / Silver,267,
MSI,SEA HAWK X,GeForce RTX 2080,8,1515,1860,Black / Silver,268,
Asus,AREZ,Radeon RX 560 - 896,2,1149,1197,,220,
Inno3D,Compact,GeForce GTX 1650,4,1485,1665,Black,160,
Asus,DirectCU II,GeForce GTX 780 Ti,3,954,1020,Black / Red,287,
Asus,STRIX-R7370-DC2OC-4GD5-GAMING,Radeon R7 370,4,1050,,Black / Red,214,
GALAX,EX OC White,GeForce GTX 1060 6GB,6,1556,1771,White,251,
Palit,StormX,GeForce GTX 1060 6GB,6,1506,1708,Black,252,
Gigabyte,AORUS XTREME WATERFORCE,GeForce RTX 2080,8,1710,1890,Black / Silver,290,
PNY,VCQ6000-PB,Quadro 6000,6,,,Black / Silver,,345.92
PNY,VCQM5000-PB,Quadro M5000,8,861,1038,Black / Green,267,640.00
EVGA,04G-P4-1970-KR,GeForce GTX 970,4,1050,1178,Black / Gray,241,455.00
Asus,DUAL,GeForce RTX 2070,8,1410,1650,Black / White,268,
KFA2,EX,GeForce RTX 3070,8,1500,1785,Black,299,
Palit,Dual,GeForce GTX 1070 Ti,8,1607,1683,Black,252,648.54
GALAX,EX,GeForce RTX 2080 SUPER,8,1650,1860,Black / Clear,285,
EVGA,512-P3-N871-AR,GeForce 9800 GTX+,0.5,,,Black / Green,,
Asus,STRIX-GTX980-DC2-4GD5,GeForce GTX 980,4,1126,1216,Black / Red,289,
Gigabyte,GV-N75TWF2OC-4GI,GeForce GTX 750 Ti,4,1059,1137,Black / Blue,197,
Zotac,Blower,GeForce GTX 1080 Ti,11,1480,1582,Black,267,
Gigabyte,AORUS XTREME,Radeon RX 580,8,1257,1439,Black / White,276,
MSI,Radeon RX 560 4GT LP OC,Radeon RX 560 - 1024,4,1196,1275,Black,,
MSI,GAMING,GeForce RTX 2070,8,1410,1620,Black,307,
Gigabyte,GV-N960G1 GAMING-2GD,GeForce GTX 960,2,1241,1307,Black,300,
Sapphire,NITRO+,Radeon RX 590,8,1469,1560,Gold / White,260,
PowerColor,Radeon RX VEGA 64 LIMITED,Radeon RX VEGA 64,8,1247,1546,Silver / Red,283,
MSI,TWIN FROZR,Radeon R9 290,4,1007,,Black / Red,276,
EVGA,012-P3-1571-KR,GeForce GTX 570,1.25,732,,Black / Red,228,
Zotac,AMP,GeForce GTX 980 Ti,6,1051,1140,Black / Silver,315,
MSI,ARMOR,GeForce GTX 1060 3GB,3,1506,1708,Black / White,275,
Asus,DUAL,Radeon RX 580,4,1257,1360,Black / White,242,
MSI,DUKE,GeForce GTX 1080 Ti,11,1480,1582,Black,320,
Asus,STRIX GAMING Advanced,GeForce RTX 2080,8,1515,,Black,299.7,
MSI,GAMING X,GeForce RTX 2070,8,1410,1710,Black,307,
Gainward,Phoenix GS,GeForce RTX 2060,6,1365,1680,Black,235,
Asus,DUAL EVO OC,GeForce RTX 2080,8,1515,1830,Black,267,
Sapphire,11256-57-21G,Radeon RX 470,8,926,1206,Black,230,
EVGA,DT GAMING,GeForce GTX 1080 Ti,11,1480,1582,Silver / Black,300,1199.95
Asus,EAH6770 DC SL/2DI/1GD5,Radeon HD 6770,1,850,,Black / Red,290,
Asus,DUAL Advanced,GeForce RTX 2070,8,1410,1665,Black / White,268,
Asus,ROG-STRIX-RX560-O4G-EVO-GAMING,Radeon RX 560 - 896,4,1149,1197,Black,194,274.99
Inno3D,iChill X3 Ultra,GeForce RTX 2070 SUPER,8,1605,1815,Black,300,
Asus,GT610-2GD3-CSM,GeForce GT 610,2,810,,Black / Blue,185,
Gigabyte,WINDFORCE,Radeon R9 280X,3,1000,1100,Black / Blue,285,
EVGA,SSC ACX 2.0+,GeForce GTX 960,4,1279,1342,Black / Silver,257,
Colorful,iGame GTX1080Ti Vulcan X OC,GeForce GTX 1080 Ti,11,1480,1733,Black,317,
EVGA,XC2 ULTRA GAMING,GeForce RTX 2080,8,1515,1815,Black / Clear,269.83,
Asus,STRIX GAMING Advanced OC,GeForce GTX 1650,4,1485,1710,Black,242,
ASRock,RX5700 XT 8G,Radeon RX 5700 XT,8,1605,1905,Silver / Black,284.8,
Gainward,Pegasus OC,GeForce GTX 1660,6,1530,1830,Black,168,
Palit,JetStream OC,GeForce RTX 3070,8,1500,1815,Black / Silver,294,
EVGA,02G-P4-2660-KR,GeForce GTX 660,2,993,,Black / Silver,241,478.59
XFX,RX-57XL8MFG6,Radeon RX 5700,8,1465,1725,Silver,266.7,
EVGA,01G-P3-1371-TR,GeForce GTX 460,1,720,,Black / Silver,209,299.95
Gigabyte,GV-N730D3-2GI,GeForce GT 730,2,902,,Black / Blue,180,
Palit,Dual,GeForce RTX 2080 Ti,11,1350,1545,Black / Gold,292,
Sapphire,Tri-X,Radeon R9 Fury,4,1000,,Black / Orange,305,
GALAX,EX OC SNPR,GeForce GTX 1080,8,1657,1797,White,296,
EVGA,HYBRID GAMING,GeForce GTX 1080,8,1708,1847,Black / Silver,267,
Gigabyte,WINDFORCE OC,GeForce RTX 2080,8,1515,,Black,281,
Gigabyte,GAMING OC PRO Rev 2.0,GeForce RTX 2060,6,1365,1830,Black / Gray,280.35,
VisionTek,VTK 9550128A,Radeon 9550,0.125,250,,,,
Gainward,Pegasus OC,GeForce GTX 1660 SUPER,6,1530,1830,Black,168,
Zotac,ZT-61012-10M,GeForce GTX 650,1,1058,,Black / Orange,153,
Palit,Super JetStream,GeForce GTX 1080 Ti,11,1556,1670,Black / Gray,285,
Gigabyte,GV-RX550D5-2GD,Radeon RX 550 - 512,2,1183,1195,Black / Orange,170,258.65
Gigabyte,OC,Radeon RX 560 - 896,4,1176,1199,Black / Orange,170,
PNY,VCQK620-PB,Quadro K620,2,1058,,Black / Green,160,
EVGA,015-P3-1480-KR,GeForce GTX 480,1.5,700,,Black,266,
MSI,TWIN FROZR,GeForce GTX 760,4,1085,1150,Black / Red,260,
Asus,DirectCU II,Radeon R9 270X,2,1120,,Black / Red,271,
XFX,DD,Radeon R9 290,4,947,,Black / Silver,295,
Palit,JetStream,GeForce GTX 970,4,1152,1304,Black / Gold,247,
Zotac,Founders Edition,GeForce GTX 1080,8,1607,1733,Black / Silver,267,
Gigabyte,WINDFORCE,Radeon RX 460,2,1090,1212,Black / Orange,191,
ASRock,Phantom Gaming X,Radeon RX VEGA 56,8,1156,1471,Black / Red,280,
Asus,STRIX GAMING Advanced,GeForce GTX 1060 6GB,6,1518,1759,Black,298,
MSI,VENTUS GP,GeForce RTX 2080,8,1710,,Silver / Black,255,
KFA2,Work The Frames Edition,GeForce RTX 2070 SUPER,8,1605,1830,Black,328,
VisionTek,SFF,Radeon HD 7750,2,800,,Red,130,129.99
MSI,GTX 980 4GD5 OCV1,GeForce GTX 980,4,1152,1252,Black / White,278,1786.00
Gigabyte,GV-N730D5-2GI,GeForce GT 730,2,902,,Black / Blue,177,
KFA2,None,GeForce GTX 1660,6,1530,1815,Black,214,
ASRock,Challenger D OC,Radeon RX 5700,8,1515,1750,Black / Yellow,281,
Sapphire,100315L,Radeon HD 6850,1,775,,Black / Silver,,
EVGA,03G-P3-1584-AR,GeForce GTX 580,3,772,,Black / Green,266,
Gigabyte,GV-R787OC-2GD,Radeon HD 7870,2,1100,,Black / Blue,280,
Sapphire,Vapor-X,Radeon R9 280X,3,1000,1100,Black / Blue,308,
EVGA,FTW ACX 2.0+,GeForce GTX 960,2,1304,1367,Black / White,256,
EVGA,ACX 2.0+,GeForce GTX 980 Ti,6,1000,1076,Black / Silver,267,
MSI,GAMING LE 100ME,GeForce GTX 970,4,1076,1216,Black / Green,269,
Gigabyte,XTREME,GeForce GTX 1080,8,1759,1936,Black / Silver,289,
XFX,RS,Radeon RX 480,4,1120,1266,Black,240,
PowerColor,AXRX 560 4GBD5-DHA,Radeon RX 560 - 896,4,115,1176,Black,225,
MSI,AIR BOOST OC,Radeon RX VEGA 64,8,1272,1575,Black / Red,270,
ASRock,Phantom Gaming D OC,Radeon RX 5700,8,1610,1750,Black / Red,286.91,
Sapphire,100283-3L,Radeon HD 5770,1,,,Black / Red,,198.00
XFX,FX-797A-TDBC,Radeon HD 7970,3,1000,,Black / Silver,274,345.00
Gigabyte,GV-R545OC-512I,Radeon HD 5450,0.5,700,,Black / Blue,,99.99
Asus,ENGTX560 TI DCII TOP/2DI/1GD5,GeForce GTX 560 Ti,1,900,,Black / Red,258,462.59
MSI,AERO,GeForce RTX 2080 SUPER,8,1650,1815,Black,265,
Gigabyte,WINDFORCE,GeForce GTX 770,4,1137,,Black,292,
Gigabyte,GV-N75TOC-2GL,GeForce GTX 750 Ti,2,1033,1111,Black,161,
Gigabyte,XTREME,GeForce GTX 1080,8,1784,1936,Black / White,264,
KFA2,OC,GeForce GTX 1070,8,1518,1708,Silver,195,
PNY,XLR8,GeForce GTX 1080 Ti,11,1506,1620,Black,267,
Palit,Dual,GeForce GTX 1650,4,1485,1665,Black,170,
Palit,JetStream,GeForce RTX 3070,8,1500,1725,Black / Silver,294,
Asus,DirectCU II,Radeon R9 270,2,950,975,Black / Red,233,
XFX,GTR XXX,Radeon RX 580,8,1257,1386,Black / White,280,
Sapphire,100354OC-2L,Radeon HD 7870 GHz Edition,2,1050,,Black / Blue,225,
Gigabyte,WINDFORCE,GeForce GTX 780 Ti,3,1080,1150,Black / Silver,292,
Zotac,ZT-90301-10M,GeForce GTX 960,2,1177,1240,Gray / Black,206,
Asus,GTX750-PHOC-2GD5,GeForce GTX 750,2,1059,1137,Black,185,
VisionTek,900961,Radeon RX 570,4,1168,1264,Black / Red,242,
PNY,VCGGTX1070T8PB,GeForce GTX 1070 Ti,8,1607,1683,Black,252,
Palit,Dual,GeForce GTX 1080,8,1620,1759,Black,252,1466.38
Asus,AREZ STRIX OC,Radeon RX 580,8,1257,1380,Black,298,
MSI,ARMOR,GeForce GTX 1660 Ti,6,1500,1800,Black / White,243,
MSI,N730K-2GD3H/LP,GeForce GT 730,2,902,,Black / White,146,129.47
Gigabyte,GV-R57-8GD-B,Radeon RX 5700,8,1465,1725,Silver,270,
Asus,GTX660-DC2T-2GD5,GeForce GTX 660,2,1072,,Black / Red,259,539.59
MSI,R7 360 2GD5 OC,Radeon R7 360,2,1100,,Black / White,165,294.10
Asus,STRIX,Radeon RX 580,8,1257,1360,Black,298,
Gainward,Phoenix,GeForce RTX 3090,24,1400,1695,Silver / Black,294,
Asus,DirectCU II,Radeon R9 290,4,1000,,Black / Red,287,
MSI,N750TI-2GD5/OCV1,GeForce GTX 750 Ti,2,1059,1137,Black / Blue,165,
Sapphire,PULSE,Radeon RX 560 - 1024,2,1175,1300,Black / Red,210,
PowerColor,Red Dragon OC,Radeon RX 560 - 1024,4,1175,1288,Black,225,
Sapphire,21276-00-20G,Radeon RX VEGA 56,8,1156,1471,Black / Red,272,
XFX,THICC III Pro,Radeon RX 5600 XT,6,1247,1750,Black,326,
Palit,White GameRock,GeForce RTX 2080 SUPER,8,1650,1830,White,292,
Asus,GTX970-DCMOC-4GD5,GeForce GTX 970,4,1088,1228,Black / Red,170,1769.31
PNY,VCQK1200DP-PB,Quadro K1200,4,1058,1124,Black / Green,160,269.00
Gigabyte,Founders Edition,GeForce GTX 1080,8,1607,1733,Black / Silver,267,859.00
Asus,Phoenix Fan,GeForce GTX 1660,6,1530,1815,Black / White,174,
Asus,ENGTX550 TI DC/DI/1GD5,GeForce GTX 550 Ti,1,910,,Black / Red,242,
Palit,StormX OC,GeForce RTX 2060,6,1365,1725,Black,168,
EVGA,02G-P3-1469-KR,GeForce GTX 560,2,850,,Black / Green,209,
XFX,Core Edition,Radeon R7 260X,2,1075,,Black,175,
Gigabyte,WINDFORCE,Radeon R9 280,3,950,1072,Black / Silver,284,
Palit,StormX OC,GeForce GTX 750 Ti,2,1085,1163,Black / White,166,
Zotac,AMP,GeForce GTX 980,4,1165,1266,Black / Orange,278,
Zotac,ZT-90308-10M,GeForce GTX 960,4,1177,1240,Black / Silver,206,
XFX,DD,Radeon R9 380,4,990,,Black / Silver,234,
MSI,GAMING LE,GeForce GTX 980 Ti,6,1000,1076,Black / Red,269,
Zotac,ZT-90105-10P,GeForce GTX 970,4,1050,1178,Black,244,
PNY,VCGGTX10502PB,GeForce GTX 1050,2,1354,1455,Black,178,
Asus,DUAL OC,Radeon RX 480,8,1120,1325,White,242,
XFX,GTR-S,Radeon RX 580,8,1364,1450,Black / White,280,
Asus,EX-GTX1070-O8G,GeForce GTX 1070,8,1592,1797,Gray,240,
KFA2,EX,GeForce GTX 1070 Ti,8,1607,1683,White,267,
MSI,GAMING TRIO,GeForce RTX 2080,8,1515,1800,,327,
EVGA,FTW3 ULTRA GAMING,GeForce RTX 2070,8,1410,1815,Clear / Black,301.925,
XFX,RX-57XT8MFDR,Radeon RX 5700 XT,8,1605,1905,Silver,266.7,
EVGA,XC HYBRID GAMING,GeForce RTX 2080,8,1515,1800,Black / Clear,265.63,
Inno3D,Twin X2,GeForce GTX 1080,8,1607,1733,Black,266,809.80
MSI,AERO ITX,GeForce RTX 2060,6,1365,1680,Black / White,175,
PNY,XLR8 Gaming Overclocked Edition,GeForce GTX 1080 Ti,11,1531,1645,Black / Red,314,1079.00
Asus,GTX650-DC-1GD5,GeForce GTX 650,1,1058,,Black / Red,245,283.58
Sapphire,11200-14-20G,Radeon HD 7850,2,920,,Black / Green,,
EVGA,FTW ACX 2.0,GeForce GTX 980,4,1279,1380,Black,269,
GALAX,Infinity Black Edition,GeForce GTX 970,4,1178,1329,Black,271,
MSI,SEA HAWK X,GeForce GTX 1070,8,1506,1797,Black / Silver,270,
MSI,GT 710 2GD5H LP,GeForce GT 710,2,954,,Black,147,
GALAX,None,GeForce GTX 1660 Ti,6,1500,1800,Black,228,
Dell,469-4186,Quadro K600,1,876,,Black / Green,160,47.03
Asus,GTX680-DC2O-2GD5,GeForce GTX 680,2,1019,,Black / Red,299,1097.58
MSI,GTX 950 2GD5 OC,GeForce GTX 950,2,1076,1253,White,170,469.00
Asus,AREZ STRIX,Radeon RX VEGA 56,8,1297,1573,Black,298,
EVGA,Superclocked+,GeForce GTX 660 Ti,3,980,,Black / Silver,241,726.59
EVGA,Superclocked ACX,GeForce GTX 780 Ti,3,1006,1072,Black / Silver,266,
EVGA,FTW ACX,GeForce GTX 750,2,1229,1320,Black,229,
EVGA,02G-P3-1559-KR,GeForce GTX 550 Ti,2,900,,Black / Green,209,
Gigabyte,GV-N550D5-1GI,GeForce GTX 550 Ti,1,900,,Black / Blue,,
XFX,DD,Radeon R9 280,3,827,933,Black / Red,295,
Gigabyte,WINDFORCE 2X,Radeon R9 380X,4,980,,Black,221,
MSI,LIGHTNING Z,GeForce GTX 1080 Ti,11,1607,1721,Black / White,320,
